Event date,Group,Q,Q/A
1980-01-01,18K/01H,1.16,1.742903713374395
1980-01-02,18K/01H,1.16,1.742903713374395
1980-01-03,18K/01H,1.16,1.742903713374395
1980-01-04,18K/01H,1.16,1.742903713374395
1980-01-05,18K/01H,1.16,1.742903713374395
1980-01-06,18K/01H,1.16,1.742903713374395
1980-01-07,18K/01H,1.16,1.742903713374395
1980-01-08,18K/01H,1.16,1.742903713374395
1980-01-09,18K/01H,0.96,1.4424030731374304
1980-01-10,18K/01H,0.96,1.4424030731374304
1980-01-20,18K/01H,1.4,2.103504481658753
1980-01-21,18K/01H,1.4,2.103504481658753
1980-01-22,18K/01H,1.34,2.0133542895876637
1980-01-23,18K/01H,1.28,1.923204097516574
1980-01-24,18K/01H,1.28,1.923204097516574
1980-01-25,18K/01H,1.28,1.923204097516574
1980-01-26,18K/01H,1.54,2.313854929824628
1980-01-27,18K/01H,1.8,2.7045057621326825
1980-01-28,18K/01H,1.8,2.7045057621326825
1980-01-29,18K/01H,1.8,2.7045057621326825
1980-01-30,18K/01H,1.48,2.223704737753539
1980-01-31,18K/01H,1.9,2.8547560822511646
1980-02-01,18K/01H,3.44,5.168611012075793
1980-02-02,18K/01H,2.3,3.4557573627250937
1980-02-03,18K/01H,1.81,2.7195307941445304
1980-02-04,18K/01H,1.59,2.38898008988387
1980-02-05,18K/01H,1.46,2.193654673729842
1980-02-06,18K/01H,1.4,2.103504481658753
1980-02-07,18K/01H,1.34,2.0133542895876637
1980-02-08,18K/01H,1.28,1.923204097516574
1980-02-09,18K/01H,1.28,1.923204097516574
1980-02-10,18K/01H,1.34,2.0133542895876637
1980-02-11,18K/01H,1.34,2.0133542895876637
1980-02-12,18K/01H,1.17,1.7579287453862433
1980-02-13,18K/01H,1.01,1.5175282331966717
1980-02-14,18K/01H,0.91,1.3672779130781894
1980-02-15,18K/01H,1.49,2.2387297697653867
1980-02-16,18K/01H,8.45,12.696152050011758
1980-02-17,18K/01H,5.25,7.888141806220323
1980-02-18,18K/01H,3.2,4.808010243791435
1980-02-19,18K/01H,9.11,13.687804162793741
1980-02-20,18K/01H,12.1,18.18028873433636
1980-02-21,18K/01H,5.97,8.969944111073396
