Event date,Group,Q,Q/A
1980-01-01,04J/02H,2.05,146.62756598240466
1980-01-02,04J/02H,1.14,81.53923181460553
1980-01-03,04J/02H,0.95,67.94935984550462
1980-01-04,04J/02H,0.85,60.79679565124097
1980-01-05,04J/02H,1.34,95.84436020313284
1980-01-06,04J/02H,0.89,63.657821328946426
1980-01-07,04J/02H,0.75,53.64423145697732
1980-01-08,04J/02H,0.71,50.78320577927187
1980-01-09,04J/02H,0.72,51.498462198698235
1980-01-10,04J/02H,0.69,49.35269294041913
1980-01-11,04J/02H,0.63,45.061154423860955
1980-01-12,04J/02H,0.57,40.769615907302764
1980-01-13,04J/02H,0.5,35.76282097131822
1980-01-14,04J/02H,0.49,35.04756455189185
1980-01-15,04J/02H,0.48,34.33230813246549
1980-01-16,04J/02H,0.47,33.617051713039125
1980-01-17,04J/02H,0.45,32.1865388741864
1980-01-18,04J/02H,0.41,29.325513196480937
1980-01-19,04J/02H,0.8,57.220513554109154
1980-01-20,04J/02H,1.34,95.84436020313284
1980-01-21,04J/02H,5.74,410.55718475073314
1980-01-22,04J/02H,5.58,399.1130820399113
1980-01-23,04J/02H,4.97,355.4824404549031
1980-01-24,04J/02H,6.59,471.3539804019741
1980-01-25,04J/02H,2.08,148.7733352406838
1980-01-26,04J/02H,1.41,100.85115513911737
1980-01-27,04J/02H,1.07,76.53243687862098
1980-01-28,04J/02H,0.86,61.51205207066733
1980-01-29,04J/02H,0.76,54.35948787640369
1980-01-30,04J/02H,1.26,90.12230884772191
1980-01-31,04J/02H,3.89,278.23474715685575
1980-02-01,04J/02H,1.46,104.4274372362492
1980-02-02,04J/02H,1.26,90.12230884772191
1980-02-03,04J/02H,1.12,80.10871897575282
1980-02-04,04J/02H,1.01,72.2408983620628
1980-02-05,04J/02H,0.9,64.3730777483728
1980-02-06,04J/02H,1.06,75.81718045919463
1980-02-07,04J/02H,0.84,60.0815392318146
1980-02-08,04J/02H,0.65,46.49166726271368
1980-02-09,04J/02H,2.92,208.8548744724984
1980-02-10,04J/02H,1.41,100.85115513911737
1980-02-11,04J/02H,0.79,56.505257134682786
1980-02-12,04J/02H,0.67,47.92218010156642
1980-02-13,04J/02H,0.6,42.91538516558186
1980-02-14,04J/02H,0.58,41.48487232672913
1980-02-15,04J/02H,4.56,326.1569272584221
1980-02-16,04J/02H,2.07,148.0580788212574
1980-02-17,04J/02H,0.96,68.66461626493098
1980-02-18,04J/02H,0.8,57.220513554109154
1980-02-19,04J/02H,1.09,77.96294971747372
1980-02-20,04J/02H,0.89,63.657821328946426
1980-02-21,04J/02H,0.76,54.35948787640369
1980-02-22,04J/02H,0.74,52.928975037550956
1980-02-23,04J/02H,0.6,42.91538516558186
1980-02-24,04J/02H,0.55,39.339103068450044
1980-02-25,04J/02H,0.5,35.76282097131822
1980-02-26,04J/02H,0.46,32.901795293612764
1980-02-27,04J/02H,0.42,30.0407696159073
1980-02-28,04J/02H,0.38,27.179743938201845
1980-02-29,04J/02H,0.33,23.603461841070025
1980-03-01,04J/02H,0.33,23.603461841070025
1980-03-02,04J/02H,0.33,23.603461841070025
1980-03-03,04J/02H,0.3,21.45769258279093
1980-03-04,04J/02H,0.28,20.027179743938206
1980-03-05,04J/02H,0.27,19.311923324511838
1980-03-06,04J/02H,0.35,25.03397467992275
1980-03-07,04J/02H,0.6,42.91538516558186
1980-03-08,04J/02H,0.44,31.471282454760033
1980-03-09,04J/02H,0.38,27.179743938201845
1980-03-10,04J/02H,0.34,24.318718260496393
1980-03-11,04J/02H,0.32,22.888205421643658
1980-03-12,04J/02H,0.3,21.45769258279093
1980-03-13,04J/02H,0.29,20.742436163364566
1980-03-14,04J/02H,0.27,19.311923324511838
1980-03-15,04J/02H,0.26,18.596666905085474
1980-03-16,04J/02H,0.18,12.874615549674559
1980-03-17,04J/02H,0.13,9.298333452542737
1980-03-18,04J/02H,0.09,6.437307774837279
1980-03-19,04J/02H,0.12,8.583077033116373
1980-03-20,04J/02H,0.18,12.874615549674559
1980-03-21,04J/02H,0.21,15.02038480795365
1980-03-22,04J/02H,0.23,16.450897646806382
1980-03-23,04J/02H,0.35,25.03397467992275
1980-03-24,04J/02H,1.17,83.68500107288462
1980-03-25,04J/02H,3.37,241.0414133466848
1980-03-26,04J/02H,4.3,307.5602603533367
1980-03-27,04J/02H,5.66,404.83513339532226
1980-03-28,04J/02H,3.87,276.804234318003
1980-03-29,04J/02H,5.48,391.96051784564764
1980-03-30,04J/02H,1.63,116.58679636649738
1980-03-31,04J/02H,1.02,72.95615478148916
1980-04-01,04J/02H,0.74,52.928975037550956
1980-04-02,04J/02H,0.55,39.339103068450044
1980-04-03,04J/02H,0.5,35.76282097131822
1980-04-04,04J/02H,0.36,25.749231099349117
1980-04-05,04J/02H,0.28,20.027179743938206
1980-04-06,04J/02H,0.22,15.735641227380016
1980-04-07,04J/02H,0.19,13.589871969100923
1980-04-08,04J/02H,0.17,12.159359130248196
1980-04-09,04J/02H,0.12,8.583077033116373
1980-04-10,04J/02H,0.1,7.152564194263644
1980-04-11,04J/02H,0.09,6.437307774837279
1980-04-12,04J/02H,0.14,10.013589871969103
1980-04-13,04J/02H,0.56,40.05435948787641
1980-04-14,04J/02H,0.83,59.36628281238824
1980-04-15,04J/02H,0.51,36.47807739074458
1980-04-16,04J/02H,0.35,25.03397467992275
1980-04-17,04J/02H,0.28,20.027179743938206
1980-04-18,04J/02H,0.24,17.166154066232746
1980-04-19,04J/02H,0.23,16.450897646806382
1980-04-20,04J/02H,0.19,13.589871969100923
1980-04-21,04J/02H,0.11,7.867820613690008
1980-04-22,04J/02H,0.1,7.152564194263644
1980-04-23,04J/02H,0.12,8.583077033116373
1980-04-24,04J/02H,0.11,7.867820613690008
1980-04-25,04J/02H,0.09,6.437307774837279
1980-04-26,04J/02H,0.11,7.867820613690008
1980-04-27,04J/02H,0.11,7.867820613690008
1980-04-28,04J/02H,0.16,11.444102710821829
1980-04-29,04J/02H,0.15,10.728846291395465
1980-04-30,04J/02H,0.12,8.583077033116373
1980-05-01,04J/02H,0.14,10.013589871969103
1980-05-02,04J/02H,0.13,9.298333452542737
1980-05-03,04J/02H,0.12,8.583077033116373
1980-05-04,04J/02H,0.11,7.867820613690008
1980-05-05,04J/02H,1.24,88.69179600886919
1980-05-06,04J/02H,0.88,62.942564909520065
1980-05-07,04J/02H,2.87,205.27859237536657
1980-05-08,04J/02H,1.26,90.12230884772191
1980-05-09,04J/02H,0.85,60.79679565124097
1980-05-10,04J/02H,0.67,47.92218010156642
1980-05-11,04J/02H,1.08,77.24769329804735
1980-05-12,04J/02H,1.81,129.46141191617195
1980-05-13,04J/02H,0.88,62.942564909520065
1980-05-14,04J/02H,0.53,37.908590229597316
1980-05-15,04J/02H,0.49,35.04756455189185
1980-05-16,04J/02H,0.42,30.0407696159073
1980-05-17,04J/02H,0.4,28.610256777054577
1980-05-18,04J/02H,0.39,27.895000357628213
1980-05-19,04J/02H,0.37,26.464487518775478
1980-05-20,04J/02H,0.36,25.749231099349117
1980-05-21,04J/02H,0.34,24.318718260496393
1980-05-22,04J/02H,0.32,22.888205421643658
1980-05-23,04J/02H,0.31,22.172949002217297
1980-05-24,04J/02H,0.29,20.742436163364566
1980-05-25,04J/02H,0.27,19.311923324511838
1980-05-26,04J/02H,0.25,17.88141048565911
1980-05-27,04J/02H,0.23,16.450897646806382
1980-05-28,04J/02H,0.21,15.02038480795365
1980-05-29,04J/02H,0.19,13.589871969100923
1980-05-30,04J/02H,0.18,12.874615549674559
1980-05-31,04J/02H,0.16,11.444102710821829
1980-06-01,04J/02H,0.01,0.7152564194263643
1980-06-02,04J/02H,0.02,1.4305128388527286
1980-06-03,04J/02H,0.04,2.8610256777054572
1980-06-04,04J/02H,0.05,3.576282097131822
1980-06-05,04J/02H,0.04,2.8610256777054572
1980-06-06,04J/02H,0.04,2.8610256777054572
1980-06-07,04J/02H,0.04,2.8610256777054572
1980-06-08,04J/02H,0.04,2.8610256777054572
1980-06-09,04J/02H,0.13,9.298333452542737
1980-06-10,04J/02H,0.14,10.013589871969103
1980-06-11,04J/02H,0.38,27.179743938201845
1980-06-12,04J/02H,0.31,22.172949002217297
