Event date,Group,Q,Q/A
1980-01-01,02G/01H,26.21,154.10390767488298
1980-01-02,02G/01H,17.47,102.71633983518524
1980-01-03,02G/01H,12.33,72.4952759111525
1980-01-04,02G/01H,11.14,65.49857045014103
1980-01-05,02G/01H,14.96,87.95858293842997
1980-01-06,02G/01H,10.83,63.675899279625426
1980-01-07,02G/01H,9.51,55.91484784388162
1980-01-08,02G/01H,9.02,53.033851477582765
1980-01-09,02G/01H,8.96,52.681076412321694
1980-01-10,02G/01H,8.89,52.26950550285043
1980-01-11,02G/01H,8.37,49.212121603921034
1980-01-12,02G/01H,7.5,44.09688315763534
1980-01-13,02G/01H,6.98,41.03949925870596
1980-01-14,02G/01H,6.59,38.746461334508915
1980-01-15,02G/01H,6.49,38.158502892407114
1980-01-16,02G/01H,6.12,35.98305665663044
1980-01-17,02G/01H,5.77,33.92520210927412
1980-01-18,02G/01H,5.88,34.571956395586106
1980-01-19,02G/01H,6.88,40.45154081660415
1980-01-20,02G/01H,11.25,66.14532473645302
1980-01-21,02G/01H,40.88,240.35741113121773
1980-01-22,02G/01H,55.36,325.493793547559
1980-01-23,02G/01H,111.27,654.2213585266779
1980-01-24,02G/01H,129.95,764.051995511295
1980-01-25,02G/01H,71.12,418.1560440228034
1980-01-26,02G/01H,23.39,137.52347960761207
1980-01-27,02G/01H,16.88,99.2473850267846
1980-01-28,02G/01H,9.05,53.210239010213314
1980-01-29,02G/01H,7.5,44.09688315763534
1980-01-30,02G/01H,15.05,88.4877455363216
1980-01-31,02G/01H,44.54,261.87669011214376
1980-02-01,02G/01H,20.86,122.64813102243642
1980-02-02,02G/01H,13.71,80.60910241215741
1980-02-03,02G/01H,12.68,74.5531304585088
1980-02-04,02G/01H,11.91,70.02585045432492
1980-02-05,02G/01H,11.11,65.32218291751047
1980-02-06,02G/01H,12.26,72.08370500168124
1980-02-07,02G/01H,11.34,66.67448733434463
1980-02-08,02G/01H,11.3,66.43930395750391
1980-02-09,02G/01H,31.64,186.03005108101095
1980-02-10,02G/01H,20.02,117.70928010878127
1980-02-11,02G/01H,12.2,71.73092993642015
1980-02-12,02G/01H,10.64,62.558778239632005
1980-02-13,02G/01H,9.11,53.56301407547439
1980-02-14,02G/01H,9.71,57.090764728085226
1980-02-15,02G/01H,16.97,99.77654762467623
1980-02-16,02G/01H,16.89,99.3061808709948
1980-02-17,02G/01H,12.59,74.0239678606172
1980-02-18,02G/01H,11.86,69.731871233274
1980-02-19,02G/01H,14.29,84.01926137634787
1980-02-20,02G/01H,13.41,78.845227085852
1980-02-21,02G/01H,12.17,71.55454240378961
1980-02-22,02G/01H,11.83,69.55548370064348
1980-02-23,02G/01H,10.78,63.38192005857453
1980-02-24,02G/01H,10.09,59.32500680807208
1980-02-25,02G/01H,9.51,55.91484784388162
1980-02-26,02G/01H,8.96,52.681076412321694
1980-02-27,02G/01H,8.43,49.564896669182126
1980-02-28,02G/01H,7.94,46.68390030288328
1980-02-29,02G/01H,7.6,44.68484159973715
1980-03-01,02G/01H,7.04,41.392274323967044
1980-03-02,02G/01H,6.59,38.746461334508915
1980-03-03,02G/01H,6.54,38.45248211345802
1980-03-04,02G/01H,6.49,38.158502892407114
1980-03-05,02G/01H,6.12,35.98305665663044
1980-03-06,02G/01H,6.18,36.335831721891516
1980-03-07,02G/01H,8.48,49.85887589023303
1980-03-08,02G/01H,8.37,49.212121603921034
1980-03-09,02G/01H,7.5,44.09688315763534
1980-03-10,02G/01H,6.98,41.03949925870596
1980-03-11,02G/01H,6.54,38.45248211345802
1980-03-12,02G/01H,6.12,35.98305665663044
1980-03-13,02G/01H,5.77,33.92520210927412
1980-03-14,02G/01H,5.68,33.3960395113825
