Event date,Group,Q,Q/A
1980-04-30,04O/02H,1.97,6.928073911866379
1980-05-01,04O/02H,1.97,6.928073911866379
1980-05-02,04O/02H,1.97,6.928073911866379
1980-05-03,04O/02H,2.14,7.525928005783783
1980-05-04,04O/02H,2.22,7.807271108803737
1980-05-05,04O/02H,2.27,7.983110548191208
1980-05-06,04O/02H,2.57,9.038147184516038
1980-05-07,04O/02H,2.64,9.284322399658498
1980-05-08,04O/02H,3.34,11.7460745510831
1980-05-09,04O/02H,3.15,11.077884681410707
1980-05-10,04O/02H,3.25,11.42956356018565
1980-05-11,04O/02H,3.46,12.168089205613033
1980-05-12,04O/02H,6.33,22.2612730264539
1980-05-13,04O/02H,6.32,22.226105138576404
1980-05-14,04O/02H,5.02,17.65427971450214
1980-05-15,04O/02H,4.26,14.981520235812575
1980-05-16,04O/02H,3.68,12.941782738917906
1980-05-17,04O/02H,3.35,11.781242438960595
1980-05-18,04O/02H,3.15,11.077884681410707
1980-05-19,04O/02H,3.04,10.691037914758269
1980-05-20,04O/02H,2.95,10.374526923860822
1980-05-21,04O/02H,2.75,9.671169166310936
1980-05-22,04O/02H,2.57,9.038147184516038
1980-05-23,04O/02H,2.39,8.40512520272114
1980-05-24,04O/02H,2.3,8.088614211823689
1980-05-25,04O/02H,2.14,7.525928005783783
1980-05-26,04O/02H,1.94,6.822570248233896
1980-05-27,04O/02H,2.13,7.490760117906287
1980-05-28,04O/02H,2.13,7.490760117906287
1980-05-29,04O/02H,2.05,7.209417014886332
1980-05-30,04O/02H,2.05,7.209417014886332
1980-05-31,04O/02H,2.05,7.209417014886332
1980-06-01,04O/02H,1.9,6.681898696723919
1980-06-02,04O/02H,1.75,6.1543803785615045
1980-06-03,04O/02H,1.67,5.87303727554155
1980-06-04,04O/02H,1.18,4.149810769544328
1980-06-05,04O/02H,1.04,3.6574603392594085
1980-06-06,04O/02H,0.99,3.4816208998719365
1980-06-07,04O/02H,0.93,3.2706135726069707
1980-06-08,04O/02H,0.93,3.2706135726069707
1980-06-09,04O/02H,0.85,2.9892704695870163
1980-06-10,04O/02H,0.83,2.9189346938320275
1980-06-11,04O/02H,0.88,3.0947741332194996
1980-06-12,04O/02H,1.04,3.6574603392594085
1980-06-13,04O/02H,1.15,4.0443071059118445
1980-06-14,04O/02H,1.21,4.255314433176812
1980-06-15,04O/02H,1.27,4.466321760441778
1980-06-16,04O/02H,1.21,4.255314433176812
1980-06-17,04O/02H,1.1,3.8684676665243742
1980-06-18,04O/02H,0.99,3.4816208998719365
1980-06-19,04O/02H,0.88,3.0947741332194996
1980-06-20,04O/02H,0.78,2.7430952544445564
1980-06-21,04O/02H,0.74,2.602423702934579
1980-06-22,04O/02H,0.74,2.602423702934579
1980-06-23,04O/02H,0.69,2.4265842635471073
1980-06-24,04O/02H,0.65,2.2859127120371303
1980-06-25,04O/02H,0.65,2.2859127120371303
1980-06-26,04O/02H,0.65,2.2859127120371303
1980-06-27,04O/02H,0.61,2.145241160527153
1980-06-28,04O/02H,0.57,2.0045696090171754
1980-06-29,04O/02H,0.53,1.8638980575071986
1980-06-30,04O/02H,0.49,1.7232265059972212
1980-07-01,04O/02H,0.46,1.6177228423647383
1980-07-02,04O/02H,0.42,1.4770512908547608
1980-07-03,04O/02H,0.42,1.4770512908547608
1980-07-04,04O/02H,0.36,1.266043963589795
1980-07-05,04O/02H,0.3,1.0550366363248294
1980-07-06,04O/02H,0.3,1.0550366363248294
1980-07-07,04O/02H,0.27,0.9495329726923464
1980-07-08,04O/02H,0.25,0.8791971969373578
1980-07-09,04O/02H,0.27,0.9495329726923464
1980-07-10,04O/02H,0.3,1.0550366363248294
1980-07-11,04O/02H,0.27,0.9495329726923464
1980-07-12,04O/02H,0.25,0.8791971969373578
1980-07-13,04O/02H,0.25,0.8791971969373578
1980-07-14,04O/02H,0.22,0.7736935333048749
1980-07-15,04O/02H,0.2,0.7033577575498863
1980-07-16,04O/02H,0.22,0.7736935333048749
1980-07-17,04O/02H,0.22,0.7736935333048749
1980-07-18,04O/02H,0.2,0.7033577575498863
1980-07-19,04O/02H,0.2,0.7033577575498863
1980-07-20,04O/02H,0.18,0.6330219817948975
1980-07-21,04O/02H,0.14,0.4923504302849203
1980-07-22,04O/02H,0.11,0.38684676665243745
1980-07-23,04O/02H,0.08,0.28134310301995447
1980-07-24,04O/02H,0.06,0.21100732726496585
1980-07-25,04O/02H,0.06,0.21100732726496585
1980-07-26,04O/02H,0.06,0.21100732726496585
1980-07-27,04O/02H,0.06,0.21100732726496585
1980-07-28,04O/02H,0.08,0.28134310301995447
1980-07-29,04O/02H,0.11,0.38684676665243745
1980-07-30,04O/02H,0.16,0.5626862060399089
1980-07-31,04O/02H,0.2,0.7033577575498863
1980-08-01,04O/02H,0.2,0.7033577575498863
1980-08-02,04O/02H,0.17,0.5978540939174034
1980-08-03,04O/02H,0.13,0.45718254240742606
1980-08-04,04O/02H,0.1,0.35167887877494314
1980-08-05,04O/02H,0.09,0.3165109908974488
1980-08-06,04O/02H,0.09,0.3165109908974488
1980-08-07,04O/02H,0.08,0.28134310301995447
1980-08-08,04O/02H,0.08,0.28134310301995447
1980-08-09,04O/02H,0.08,0.28134310301995447
1980-08-10,04O/02H,0.06,0.21100732726496585
1980-08-11,04O/02H,0.05,0.17583943938747157
1980-08-12,04O/02H,0.04,0.14067155150997723
1980-08-13,04O/02H,0.02,0.07033577575498862
1980-08-14,04O/02H,0.04,0.14067155150997723
