Event date,Group,Q,Q/A
1980-01-01,19M/01H,0.24,1.7120886226421463
1980-01-02,19M/01H,0.22,1.5694145707553007
1980-01-03,19M/01H,0.2,1.4267405188684552
1980-01-04,19M/01H,0.19,1.3554034929250325
1980-01-05,19M/01H,0.18,1.2840664669816095
1980-01-06,19M/01H,0.17,1.212729441038187
1980-01-07,19M/01H,0.17,1.212729441038187
1980-01-08,19M/01H,0.17,1.212729441038187
1980-01-09,19M/01H,0.17,1.212729441038187
1980-01-10,19M/01H,0.17,1.212729441038187
1980-01-11,19M/01H,0.16,1.141392415094764
1980-01-12,19M/01H,0.14,0.9987183632079188
1980-01-13,19M/01H,0.13,0.9273813372644959
1980-01-14,19M/01H,0.13,0.9273813372644959
1980-01-15,19M/01H,0.14,0.9987183632079188
1980-01-16,19M/01H,0.42,2.996155089623756
1980-01-17,19M/01H,0.71,5.064928841983016
1980-01-18,19M/01H,0.33,2.3541218561329513
1980-01-19,19M/01H,0.27,1.9260997004724145
1980-01-20,19M/01H,0.3,2.1401107783026827
1980-01-21,19M/01H,0.29,2.06877375235926
1980-01-22,19M/01H,0.26,1.8547626745289918
1980-01-23,19M/01H,0.26,1.8547626745289918
1980-01-24,19M/01H,0.32,2.282784830189528
1980-01-25,19M/01H,0.42,2.996155089623756
1980-01-26,19M/01H,0.3,2.1401107783026827
1980-01-27,19M/01H,0.25,1.7834256485855688
1980-01-28,19M/01H,0.22,1.5694145707553007
1980-01-29,19M/01H,0.2,1.4267405188684552
1980-01-30,19M/01H,0.19,1.3554034929250325
1980-01-31,19M/01H,0.87,6.20632125707778
1980-02-01,19M/01H,0.54,3.852199400944829
1980-02-02,19M/01H,0.34,2.425458882076374
1980-02-03,19M/01H,0.31,2.2114478042461054
1980-02-04,19M/01H,0.29,2.06877375235926
1980-02-05,19M/01H,0.29,2.06877375235926
1980-02-06,19M/01H,0.24,1.7120886226421463
1980-02-07,19M/01H,0.22,1.5694145707553007
1980-02-08,19M/01H,0.21,1.498077544811878
1980-02-09,19M/01H,0.21,1.498077544811878
1980-02-10,19M/01H,0.21,1.498077544811878
1980-02-11,19M/01H,0.19,1.3554034929250325
1980-02-12,19M/01H,0.17,1.212729441038187
1980-02-13,19M/01H,0.17,1.212729441038187
1980-02-14,19M/01H,0.17,1.212729441038187
1980-02-15,19M/01H,0.87,6.20632125707778
1980-02-16,19M/01H,2.11,15.052112474062202
1980-02-17,19M/01H,0.87,6.20632125707778
1980-02-18,19M/01H,0.59,4.208884530661943
1980-02-19,19M/01H,4.81,34.313109478786345
1980-02-20,19M/01H,2.98,21.25843373113998
1980-02-21,19M/01H,1.22,8.703117165097575
1980-02-22,19M/01H,8.1,57.78299101417243
1980-02-23,19M/01H,2.28,16.264841915100387
1980-02-24,19M/01H,1.21,8.631780139154154
1980-02-25,19M/01H,0.91,6.491669360851471
1980-02-26,19M/01H,0.73,5.207602893869861
1980-02-27,19M/01H,0.58,4.13754750471852
1980-02-28,19M/01H,0.5,3.5668512971711377
1980-02-29,19M/01H,0.75,5.350276945756707
1980-03-01,19M/01H,1.18,8.417769061323886
1980-03-02,19M/01H,4.91,35.02647973822057
1980-03-03,19M/01H,3.15,22.47116317217817
1980-03-04,19M/01H,1.37,9.77317255424892
1980-03-05,19M/01H,0.83,5.920973153304089
1980-03-06,19M/01H,0.67,4.779580738209326
1980-03-07,19M/01H,0.72,5.136265867926438
1980-03-08,19M/01H,0.58,4.13754750471852
1980-03-09,19M/01H,0.46,3.2815031933974472
1980-03-10,19M/01H,0.4,2.8534810377369104
1980-03-11,19M/01H,0.34,2.425458882076374
1980-03-12,19M/01H,0.3,2.1401107783026827
1980-03-13,19M/01H,0.27,1.9260997004724145
1980-03-14,19M/01H,0.26,1.8547626745289918
1980-03-15,19M/01H,0.25,1.7834256485855688
1980-03-16,19M/01H,0.22,1.5694145707553007
1980-03-17,19M/01H,0.21,1.498077544811878
1980-03-18,19M/01H,1.51,10.771890917456837
1980-03-19,19M/01H,1.12,7.989746905663351
1980-03-20,19M/01H,0.62,4.422895608492211
1980-03-21,19M/01H,9.32,66.48610817927002
1980-03-22,19M/01H,1.93,13.768046007080592
1980-03-23,19M/01H,1.36,9.701835528305496
1980-03-24,19M/01H,1.44,10.272531735852876
1980-03-25,19M/01H,1.05,7.49038772405939
1980-03-26,19M/01H,0.85,6.063647205190935
1980-03-27,19M/01H,7.1,50.64928841983016
1980-03-28,19M/01H,4.68,33.385728141521845
1980-03-29,19M/01H,3.23,23.04185937972555
1980-03-30,19M/01H,2.21,15.76548273349643
1980-03-31,19M/01H,1.24,8.845791216984422
1980-04-01,19M/01H,0.85,6.063647205190935
1980-04-02,19M/01H,0.67,4.779580738209326
1980-04-03,19M/01H,0.56,3.9948734528316754
1980-04-04,19M/01H,0.46,3.2815031933974472
1980-04-05,19M/01H,0.37,2.6394699599066422
1980-04-06,19M/01H,0.33,2.3541218561329513
1980-04-07,19M/01H,0.29,2.06877375235926
