Event date,Group,Q,Q/A
1981-10-01,09O/02H,0.0,0.0
1981-10-02,09O/02H,0.0,0.0
1981-10-03,09O/02H,0.0,0.0
1981-10-04,09O/02H,0.0,0.0
1981-10-05,09O/02H,0.0,0.0
1981-10-06,09O/02H,0.0,0.0
1981-10-07,09O/02H,0.0,0.0
1981-10-08,09O/02H,0.0,0.0
1981-10-09,09O/02H,0.0,0.0
1981-10-10,09O/02H,0.0,0.0
1981-10-11,09O/02H,0.0,0.0
1981-10-12,09O/02H,0.0,0.0
1981-10-13,09O/02H,0.0,0.0
1981-10-14,09O/02H,0.0,0.0
1981-10-15,09O/02H,0.0,0.0
1981-10-16,09O/02H,0.0,0.0
1981-10-17,09O/02H,0.0,0.0
1981-10-18,09O/02H,0.0,0.0
1981-10-19,09O/02H,0.0,0.0
1981-10-20,09O/02H,0.0,0.0
1981-10-21,09O/02H,0.0,0.0
1981-10-22,09O/02H,0.0,0.0
1981-10-23,09O/02H,0.0,0.0
1981-10-24,09O/02H,0.0,0.0
1981-10-25,09O/02H,0.0,0.0
1981-10-26,09O/02H,0.0,0.0
1981-10-27,09O/02H,0.0,0.0
1981-10-28,09O/02H,0.0,0.0
1981-10-29,09O/02H,0.0,0.0
1981-10-30,09O/02H,0.0,0.0
1981-10-31,09O/02H,0.0,0.0
1981-11-01,09O/02H,0.0,0.0
1981-11-02,09O/02H,0.0,0.0
1981-11-03,09O/02H,0.0,0.0
1981-11-04,09O/02H,0.0,0.0
1981-11-05,09O/02H,0.0,0.0
1981-11-06,09O/02H,0.0,0.0
1981-11-07,09O/02H,0.0,0.0
1981-11-08,09O/02H,0.0,0.0
1981-11-09,09O/02H,0.0,0.0
1981-11-10,09O/02H,0.0,0.0
1981-11-11,09O/02H,0.0,0.0
1981-11-12,09O/02H,0.0,0.0
1981-11-13,09O/02H,0.0,0.0
1981-11-14,09O/02H,0.0,0.0
1981-11-15,09O/02H,0.0,0.0
1981-11-16,09O/02H,0.0,0.0
1981-11-17,09O/02H,0.0,0.0
1981-11-18,09O/02H,0.0,0.0
1981-11-19,09O/02H,0.0,0.0
1981-11-20,09O/02H,0.0,0.0
1981-11-21,09O/02H,0.0,0.0
1981-11-22,09O/02H,0.0,0.0
1981-11-23,09O/02H,0.0,0.0
1981-11-24,09O/02H,0.0,0.0
1981-11-25,09O/02H,0.0,0.0
1981-11-26,09O/02H,0.0,0.0
1981-11-27,09O/02H,0.0,0.0
1981-11-28,09O/02H,0.0,0.0
1981-11-29,09O/02H,0.0,0.0
1981-11-30,09O/02H,0.0,0.0
1981-12-01,09O/02H,0.0,0.0
1981-12-02,09O/02H,0.0,0.0
1981-12-03,09O/02H,0.0,0.0
1981-12-04,09O/02H,0.0,0.0
1981-12-05,09O/02H,0.0,0.0
1981-12-06,09O/02H,0.0,0.0
1981-12-07,09O/02H,0.0,0.0
1981-12-08,09O/02H,0.0,0.0
1981-12-09,09O/02H,0.0,0.0
1981-12-10,09O/02H,0.0,0.0
1981-12-11,09O/02H,0.0,0.0
1981-12-12,09O/02H,0.0,0.0
1981-12-13,09O/02H,0.0,0.0
1981-12-14,09O/02H,0.0,0.0
1981-12-15,09O/02H,0.0,0.0
1981-12-16,09O/02H,0.0,0.0
1981-12-17,09O/02H,0.0,0.0
1981-12-18,09O/02H,0.0,0.0
1981-12-19,09O/02H,0.0,0.0
1981-12-20,09O/02H,0.0,0.0
1981-12-21,09O/02H,0.0,0.0
1981-12-22,09O/02H,0.0,0.0
1981-12-23,09O/02H,0.0,0.0
1981-12-24,09O/02H,0.0,0.0
1981-12-25,09O/02H,0.0,0.0
1981-12-26,09O/02H,0.0,0.0
1981-12-27,09O/02H,0.0,0.0
1981-12-28,09O/02H,0.5,1.8583177197749832
1981-12-29,09O/02H,5.15,19.14067251368233
1981-12-30,09O/02H,17.2,63.92612956025942
1981-12-31,09O/02H,13.1,48.68792425810456
1982-01-01,09O/02H,8.4,31.21973769221972
1982-01-02,09O/02H,5.51,20.478661271920316
1982-01-03,09O/02H,4.16,15.46120342852786
1982-01-04,09O/02H,4.29,15.944366035669358
1982-01-05,09O/02H,3.41,12.673726848865385
1982-01-06,09O/02H,3.0,11.149906318649899
1982-01-07,09O/02H,2.72,10.10924839557591
1982-01-08,09O/02H,2.44,9.068590472501917
1982-01-09,09O/02H,2.17,8.065098903823428
1982-01-10,09O/02H,2.01,7.470437233495432
1982-01-11,09O/02H,3.08,11.447237153813896
1982-01-12,09O/02H,3.17,11.781734343373394
1982-01-13,09O/02H,2.76,10.257913813157906
